"cluster_condition"," ","GO cluster","IC","GO ID","term","definition","name pvalue","name -log10_pvalue","ID","temperature","ontology","gene_count","cluster","direction"
"cluster9_control","89","21",8.99,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0071677"">GO:0071677</a>","positive regulation of mononuclear cell migration","Any process that increases the rate, frequency or extent of mononuclear cell migration. Mononuclear cell migration is the movement of a mononuclear cell within or between different tissues and organs of the body.",0.0005005777,3.3,"GO:0071677","control","BP",1,"cluster9","up"
"cluster9_control","90","21",9.38,"<a href=""http://amigo.geneontology.org/amigo/term/GO:2000403"">GO:2000403</a>","positive regulation of lymphocyte migration","NA",0.006494835,2.19,"GO:2000403","control","BP",3,"cluster9","up"
"cluster9_control","91","21",10.24,"<a href=""http://amigo.geneontology.org/amigo/term/GO:2000406"">GO:2000406</a>","positive regulation of T cell migration","NA",0.004219966,2.37,"GO:2000406","control","BP",3,"cluster9","up"
"cluster9_control","92","22",8.23,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0072676"">GO:0072676</a>","lymphocyte migration","The movement of a lymphocyte within or between different tissues and organs of the body.",0.0005005777,3.3,"GO:0072676","control","BP",2,"cluster9","up"
"cluster9_control","93","22",8.99,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0072678"">GO:0072678</a>","T cell migration","The movement of a T cell within or between different tissues and organs of the body.",0.0001312989,3.88,"GO:0072678","control","BP",2,"cluster9","up"
"cluster9_control","94","22",9.28,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0036336"">GO:0036336</a>","dendritic cell migration","The movement of a dendritic cell within or between different tissues and organs of the body.",0.004219966,2.37,"GO:0036336","control","BP",3,"cluster9","up"
"cluster9_control","95","22",6.74,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0050900"">GO:0050900</a>","leukocyte migration","The movement of a leukocyte within or between different tissues and organs of the body.",0.00465981,2.33,"GO:0050900","control","BP",4,"cluster9","up"
"cluster9_control","96","22",7.73,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0071674"">GO:0071674</a>","mononuclear cell migration","The movement of a mononuclear cell within or between different tissues and organs of the body.",0.0006883246,3.16,"GO:0071674","control","BP",NA,"cluster9","up"
"cluster9_control","97","23",10.38,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0035099"">GO:0035099</a>","hemocyte migration","The directed movement of a hemocyte within the embryo. Hemocytes are blood cells associated with a hemocoel (the cavity containing most of the major organs of the arthropod body) which are involved in defense and clotting of hemolymph, but not involved in transport of oxygen. In Drosophila, embryonic hemocytes originate from the head mesoderm as a cluster of cells. The cluster splits into two and one group of cells crosses the amnioserosa. Both populations then spread toward the middle of the embryo and then disperse evenly throughout the embryo.",0.004219966,2.37,"GO:0035099","control","BP",3,"cluster9","up"
"cluster9_control","98","23",8.13,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0021885"">GO:0021885</a>","forebrain cell migration","The orderly movement of a cell from one site to another at least one of which is located in the forebrain.",0.004787538,2.32,"GO:0021885","control","BP",4,"cluster9","up"
"cluster9_control","99","23",8.39,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0022029"">GO:0022029</a>","telencephalon cell migration","The orderly movement of a cell from one site to another at least one of which is located in the telencephalon.",0.003562692,2.45,"GO:0022029","control","BP",4,"cluster9","up"
"cluster9_control","100","24",8.37,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0046847"">GO:0046847</a>","filopodium assembly","The assembly of a filopodium, a thin, stiff protrusion extended by the leading edge of a motile cell such as a crawling fibroblast or amoeba, or an axonal growth cone.",0.002679893,2.57,"GO:0046847","control","BP",1,"cluster9","up"
"cluster9_control","101","24",8.45,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0051489"">GO:0051489</a>","regulation of filopodium assembly","Any process that modulates the frequency, rate or extent of the assembly of a filopodium, a thin, stiff protrusion extended by the leading edge of a motile cell such as a crawling fibroblast or amoeba, or an axonal growth cone.",0.00219868,2.66,"GO:0051489","control","BP",6,"cluster9","up"
"cluster9_control","102","25",7.31,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0010927"">GO:0010927</a>","cellular component assembly involved in morphogenesis","The cellular component assembly that is part of the initial shaping of the component during its developmental progression.",0.007898383,2.1,"GO:0010927","control","BP",7,"cluster9","up"
"cluster9_control","103","25",7.11,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0051258"">GO:0051258</a>","protein polymerization","The process of creating protein polymers, compounds composed of a large number of component monomers; polymeric proteins may be made up of different or identical monomers. Polymerization occurs by the addition of extra monomers to an existing poly- or oligomeric protein.",0.00255267,2.59,"GO:0051258","control","BP",3,"cluster9","up"
"cluster9_control","104","25",5.14,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0065003"">GO:0065003</a>","protein-containing complex assembly","The aggregation, arrangement and bonding together of a set of macromolecules to form a protein-containing complex.",0.003338877,2.48,"GO:0065003","control","BP",25,"cluster9","up"
"cluster9_control","105","25",4.14,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0022607"">GO:0022607</a>","cellular component assembly","The aggregation, arrangement and bonding together of a cellular component.",0.005916479,2.23,"GO:0022607","control","BP",39,"cluster9","up"
"cluster9_control","106","25",3.83,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0044085"">GO:0044085</a>","cellular component biogenesis","A process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cellular component. Includes biosynthesis of constituent macromolecules, and those macromolecular modifications that are involved in synthesis or assembly of the cellular component.",0.006188835,2.21,"GO:0044085","control","BP",42,"cluster9","up"
"cluster9_control","107","26",8,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0051225"">GO:0051225</a>","spindle assembly","The aggregation, arrangement and bonding together of a set of components to form the spindle, the array of microtubules and associated molecules that serves to move duplicated chromosomes apart.",0.009816339,2.01,"GO:0051225","control","BP",6,"cluster9","up"
"cluster9_control","108","26",8.95,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0090307"">GO:0090307</a>","mitotic spindle assembly","Mitotic bipolar spindle assembly begins with spindle microtubule nucleation from the separated spindle pole body, includes spindle elongation during prometaphase, and is complete when all kinetochores are stably attached the spindle, and the spindle assembly checkpoint is satisfied.",0.001138461,2.94,"GO:0090307","control","BP",6,"cluster9","up"
"cluster9_control","109","26",9.14,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0040001"">GO:0040001</a>","establishment of mitotic spindle localization","The cell cycle process in which the directed movement of the mitotic spindle to a specific location in the cell occurs.",0.004787538,2.32,"GO:0040001","control","BP",4,"cluster9","up"
"cluster9_control","110","26",8,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0007052"">GO:0007052</a>","mitotic spindle organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the microtubule spindle during a mitotic cell cycle.",0.002153746,2.67,"GO:0007052","control","BP",7,"cluster9","up"
"cluster9_control","111","26",7.41,"<a href=""http://amigo.geneontology.org/amigo/term/GO:1902850"">GO:1902850</a>","microtubule cytoskeleton organization involved in mitosis","NA",0.0005633021,3.25,"GO:1902850","control","BP",9,"cluster9","up"
"cluster9_control","112","27",6.88,"<a href=""http://amigo.geneontology.org/amigo/term/GO:1990778"">GO:1990778</a>","protein localization to cell periphery","NA",0.004792212,2.32,"GO:1990778","control","BP",9,"cluster9","up"
"cluster9_control","113","27",9.55,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0010812"">GO:0010812</a>","negative regulation of cell-substrate adhesion","Any process that decreases the frequency, rate or extent of cell-substrate adhesion. Cell-substrate adhesion is the attachment of a cell to the underlying substrate via adhesion molecules.",0.006494835,2.19,"GO:0010812","control","BP",3,"cluster9","up"
"cluster9_control","114","27",4.89,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0000278"">GO:0000278</a>","mitotic cell cycle","Progression through the phases of the mitotic cell cycle, the most common eukaryotic cell cycle, which canonically comprises four successive phases called G1, S, G2, and M and includes replication of the genome and the subsequent segregation of chromosomes into daughter cells. In some variant cell cycles nuclear replication or nuclear division may not be followed by cell division, or G1 and G2 phases may be absent.",0.009248997,2.03,"GO:0000278","control","BP",16,"cluster9","up"
"cluster9_control","115","27",5.06,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0007017"">GO:0007017</a>","microtubule-based process","Any cellular process that depends upon or alters the microtubule cytoskeleton, that part of the cytoskeleton comprising microtubules and their associated proteins.",0.008946448,2.05,"GO:0007017","control","BP",18,"cluster9","up"
"cluster9_control","116","27",6.67,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0032886"">GO:0032886</a>","regulation of microtubule-based process","Any process that modulates the frequency, rate or extent of any cellular process that depends upon or alters the microtubule cytoskeleton.",0.007748846,2.11,"GO:0032886","control","BP",6,"cluster9","up"
"cluster9_control","117","28",6.38,"<a href=""http://amigo.geneontology.org/amigo/term/GO:1902903"">GO:1902903</a>","regulation of supramolecular fiber organization","NA",0.009574506,2.02,"GO:1902903","control","BP",8,"cluster9","up"
"cluster9_control","118","28",7.77,"<a href=""http://amigo.geneontology.org/amigo/term/GO:1902905"">GO:1902905</a>","positive regulation of supramolecular fiber organization","NA",0.007386131,2.13,"GO:1902905","control","BP",6,"cluster9","up"
"cluster9_control","119","28",9.76,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0099563"">GO:0099563</a>","modification of synaptic structure","Any process that modifies the structure/morphology of a synapse.",0.004219966,2.37,"GO:0099563","control","BP",1,"cluster9","up"
"cluster9_control","120","28",8.06,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0030865"">GO:0030865</a>","cortical cytoskeleton organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures in the cell cortex, i.e. just beneath the plasma membrane.",0.008336357,2.08,"GO:0030865","control","BP",5,"cluster9","up"
"cluster9_control","121","28",8.39,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0030952"">GO:0030952</a>","establishment or maintenance of cytoskeleton polarity","Any cellular process that results in the specification, formation or maintenance of polarized cytoskeletal structures.",0.006266805,2.2,"GO:0030952","control","BP",4,"cluster9","up"
