"cluster_condition"," ","GO cluster","IC","GO ID","term","definition","name pvalue","name -log10_pvalue","ID","cluster","direction","temperature","ontology"
"blue_35","212","33",3.71,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0051128"">GO:0051128</a>","regulation of cellular component organization","Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope.",0.0008113721,3.09,"GO:0051128","blue","up","35","BP"
"blue_35","213","33",5.32,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0031344"">GO:0031344</a>","regulation of cell projection organization","Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell projections.",0.0004218178,3.37,"GO:0031344","blue","up","35","BP"
"blue_35","214","33",5.65,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0120035"">GO:0120035</a>","regulation of plasma membrane bounded cell projection organization","Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of plasma membrane bounded cell projections.",0.0002595311,3.59,"GO:0120035","blue","up","35","BP"
"blue_35","215","34",10.32,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0051295"">GO:0051295</a>","establishment of meiotic spindle localization","The cell cycle process in which the directed movement of the meiotic spindle to a specific location in the cell occurs.",1.608466e-05,4.79,"GO:0051295","blue","up","35","BP"
"blue_35","216","34",7.63,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0008064"">GO:0008064</a>","regulation of actin polymerization or depolymerization","Any process that modulates the frequency, rate or extent of the assembly or disassembly of actin filaments by the addition or removal of actin monomers from a filament.",0.006608525,2.18,"GO:0008064","blue","up","35","BP"
"blue_35","217","34",7.37,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0030832"">GO:0030832</a>","regulation of actin filament length","Any process that controls the length of actin filaments in a cell.",0.006608525,2.18,"GO:0030832","blue","up","35","BP"
"blue_35","218","34",4.69,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0007010"">GO:0007010</a>","cytoskeleton organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures.",0.006610118,2.18,"GO:0007010","blue","up","35","BP"
"blue_35","219","34",5.64,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0030036"">GO:0030036</a>","actin cytoskeleton organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins.",0.0002848796,3.55,"GO:0030036","blue","up","35","BP"
"blue_35","220","34",8,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0030041"">GO:0030041</a>","actin filament polymerization","Assembly of actin filaments by the addition of actin monomers to a filament.",0.008037343,2.09,"GO:0030041","blue","up","35","BP"
"blue_35","221","34",6.36,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0007015"">GO:0007015</a>","actin filament organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments. Includes processes that control the spatial distribution of actin filaments, such as organizing filaments into meshworks, bundles, or other structures, as by cross-linking.",0.0009702757,3.01,"GO:0007015","blue","up","35","BP"
"blue_35","222","34",7.46,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0008154"">GO:0008154</a>","actin polymerization or depolymerization","Assembly or disassembly of actin filaments by the addition or removal of actin monomers from a filament.",0.00174973,2.76,"GO:0008154","blue","up","35","BP"
"blue_35","223","35",7.34,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0032271"">GO:0032271</a>","regulation of protein polymerization","Any process that modulates the frequency, rate or extent of the process of creating protein polymers.",0.004641068,2.33,"GO:0032271","blue","up","35","BP"
"blue_35","224","35",10.09,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0043248"">GO:0043248</a>","proteasome assembly","The aggregation, arrangement and bonding together of a mature, active proteasome complex.",0.00714725,2.15,"GO:0043248","blue","up","35","BP"
"blue_35","225","35",7.07,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0051258"">GO:0051258</a>","protein polymerization","The process of creating protein polymers, compounds composed of a large number of component monomers; polymeric proteins may be made up of different or identical monomers. Polymerization occurs by the addition of extra monomers to an existing poly- or oligomeric protein.",0.002360967,2.63,"GO:0051258","blue","up","35","BP"
"blue_35","226","36",7.24,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0045229"">GO:0045229</a>","external encapsulating structure organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of external structures that lie outside the plasma membrane and surround the entire cell.",0.00408429,2.39,"GO:0045229","blue","up","35","BP"
"blue_35","227","36",9.22,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0071711"">GO:0071711</a>","basement membrane organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the basement membrane.",0.00748043,2.13,"GO:0071711","blue","up","35","BP"
"blue_35","228","36",5.67,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0097435"">GO:0097435</a>","supramolecular fiber organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a supramolecular fiber, a polymer consisting of an indefinite number of protein or protein complex subunits that have polymerised to form a fiber-shaped structure.",8.772118e-05,4.06,"GO:0097435","blue","up","35","BP"
"blue_35","229","36",5.59,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0034330"">GO:0034330</a>","cell junction organization","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a cell junction. A cell junction is a specialized region of connection between two cells or between a cell and the extracellular matrix.",0.004680793,2.33,"GO:0034330","blue","up","35","BP"
"blue_35","230","36",9.91,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0099563"">GO:0099563</a>","modification of synaptic structure","Any process that modifies the structure/morphology of a synapse.",0.00714725,2.15,"GO:0099563","blue","up","35","BP"
"blue_35","231","37",8.9,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0000380"">GO:0000380</a>","alternative mRNA splicing, via spliceosome","The process of generating multiple mRNA molecules from a given set of exons by differential use of exons from the primary transcript(s) to form multiple mature mRNAs that vary in their exon composition.",0.0001414297,3.85,"GO:0000380","blue","up","35","BP"
"blue_35","232","37",7.53,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0043484"">GO:0043484</a>","regulation of RNA splicing","Any process that modulates the frequency, rate or extent of RNA splicing, the process of removing sections of the primary RNA transcript to remove sequences not present in the mature form of the RNA and joining the remaining sections to form the mature form of the RNA.",0.001397586,2.85,"GO:0043484","blue","up","35","BP"
"blue_35","233","37",9.14,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0000381"">GO:0000381</a>","regulation of alternative mRNA splicing, via spliceosome","Any process that modulates the frequency, rate or extent of alternative splicing of nuclear mRNAs.",0.0002503346,3.6,"GO:0000381","blue","up","35","BP"
"blue_35","234","37",8.16,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0048024"">GO:0048024</a>","regulation of mRNA splicing, via spliceosome","Any process that modulates the frequency, rate or extent of mRNA splicing via a spliceosomal mechanism.",0.001652622,2.78,"GO:0048024","blue","up","35","BP"
"blue_35","235","38",4.78,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0006508"">GO:0006508</a>","proteolysis","The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds.",0.004935248,2.31,"GO:0006508","blue","up","35","BP"
"blue_35","236","38",10.09,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0031293"">GO:0031293</a>","membrane protein intracellular domain proteolysis","The proteolytic cleavage of a transmembrane protein leading to the release of an intracellular domain.",0.003912191,2.41,"GO:0031293","blue","up","35","BP"
"blue_35","237","38",5.28,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0030163"">GO:0030163</a>","protein catabolic process","The chemical reactions and pathways resulting in the breakdown of a protein by the destruction of the native, active configuration, with or without the hydrolysis of peptide bonds.",0.007624653,2.12,"GO:0030163","blue","up","35","BP"
"blue_35","238","38",5.6,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0051603"">GO:0051603</a>","proteolysis involved in protein catabolic process","The hydrolysis of a peptide bond or bonds within a protein as part of the chemical reactions and pathways resulting in the breakdown of a protein by individual cells.",0.005141332,2.29,"GO:0051603","blue","up","35","BP"
"blue_35","239","38",7.8,"<a href=""http://amigo.geneontology.org/amigo/term/GO:0000209"">GO:0000209</a>","protein polyubiquitination","Addition of multiple ubiquitin groups to a protein, forming a ubiquitin chain.",0.008544311,2.07,"GO:0000209","blue","up","35","BP"
